,title,creator,checkouts,materialtype
49807,"50 children : one ordinary American couple's extraordinary rescue mission into the heart of Nazi Germany / Steven Pressman ; with an afterword by Paul Shapiro, United States Holocaust Memorial Museum.","Pressman, Steven, 1955-",1,BOOK
49813,The memoirs of Cleopatra : a novel / Margaret George.,"George, Margaret, 1943-",1,BOOK
49816,Ready all! : George Yeoman Pocock and crew racing / Gordon Newell ; foreword by Dick Erickson.,"Newell, Gordon R.",1,BOOK
49817,"The natural first aid handbook : household remedies, herbal treatments, basic emergency preparedness everyone should know / Brigitte Mars, herbalist AHG.","Mars, Brigitte",1,BOOK
49825,Iris Smyles' dating tips for the unemployed / [Iris Smyles].,"Smyles, Iris",1,BOOK
49829,Funeral games / Mary Renault.,"Renault, Mary",1,BOOK
49830,Democracy : a history of ideas / Boris DeWiel.,"DeWiel, Boris",1,BOOK
49831,Jurassic world : a novelization / by David Lewman.,"Lewman, David",1,BOOK
49834,My dog Tulip / J.R. Ackerley ; introduction by Elizabeth Marshall Thomas.,"Ackerley, J. R. (Joe Randolph), 1896-1967",1,BOOK
49841,The fight / L. Divine.,"Divine, L.",1,BOOK
49843,Froth! : the science of beer / Mark Denny.,"Denny, Mark, 1953-",1,BOOK
49845,The face : strangers on a pier / Tash Aw.,"Aw, Tash",1,BOOK
49848,Wind sprints : shorter essays / Joseph Epstein.,"Epstein, Joseph, 1937-",1,BOOK
49849,The enterprise of death / Jesse Bullington.,"Bullington, Jesse",1,BOOK
49856,"The early stories, 1953-1975 / John Updike.","Updike, John",1,BOOK
49858,Big trouble : a Friday Barnes mystery / R.A. Spratt ; illustrated by Phil Gosier.,"Spratt, R. A.",1,BOOK
49864,Zen of listening : mindful communication in the age of distraction / Rebecca Z. Shafir.,"Shafir, Rebecca Z.",1,BOOK
49871,Self-editing for fiction writers : how to edit yourself into print / Renni Browne and Dave King ; illustrations by George Booth.,"Browne, Renni",1,BOOK
49555,"Hazelet's journal / by George Cheever Hazelet ; J.H. Clark, editor/publisher.","Hazelet, George Cheever, 1861-1926",1,BOOK
49548,"Little Nemo's big new dreams : a TOON graphic / edited by Locus Moon's Josh O'Neill, Andrew Carl, and Chris Stevens ; foreword by Françoise Mouly & Art Spiegelman.",,1,BOOK
49166,"Jessica Jones : Alias. [Vol. 4] / Brian Michael Bendis, writer ; Michael Gaydos, artist ; Matt Hollingsworth, colorist ; Cory Petit, letterer.","Bendis, Brian Michael",1,BOOK
49250,MOS 2013 study guide for Microsoft Outlook / Joan Lambert.,"Lambert, Joan",1,BOOK
49256,"100 years of Western wear / Tyler Beard ; Jim Arndt, photographer.","Beard, Tyler, 1954-",1,BOOK
49262,"Hockey plays and strategies / Ryan Walter, Mike Johnston.","Walter, Ryan, 1958-",1,BOOK
49266,Josephine Tey : a life / Jennifer Morag Henderson ; foreword by Val McDermid.,"Henderson, Jennifer Morag, 1980-",1,BOOK
49279,"Rogue heroes : a history of the SAS, Britain's secret special forces unit that sabotaged the Nazis and changed the nature of war / Ben Macinytre.","Macintyre, Ben, 1963-",1,BOOK
49280,Just say boo! / Susan Hood ; illustrated by Jed Henry.,"Hood, Susan, 1954-",1,BOOK
49285,One o'clock jump / Lise McClendon.,"McClendon, Lise",1,BOOK
49286,Heroine complex / Sarah Kuhn.,"Kuhn, Sarah, (Author)",1,BOOK
49293,"Servamp. #10 / story and art by Strike Tanaka ; translation, Wesley Bridges ; adaptation, Karis Page ; lettering, Courtney Williams.","Tanaka, Strike",1,BOOK
49295,The careful use of compliments / Alexander McCall Smith.,"McCall Smith, Alexander, 1948-",1,BOOK
49298,"One nation : what we can all do to save America's future / Ben Carson, MD with Candy Carson.","Carson, Ben",1,BOOK
49303,"Your body speaks your mind : decoding the emotional, psychological, and spiritual messages that underlie illness / Deb Shapiro.","Shapiro, Debbie, 1953-",1,BOOK
49310,Sloppy joe stink-o-rama / Kirk Scroggs.,"Scroggs, Kirk",1,BOOK
49314,I want my mommy! / by Tracey Corderoy ; illustrated by Alison Edgson.,"Corderoy, Tracey",1,BOOK
49315,Backpacker. Trailside recipes : simple and tasty backcountry fare / edited by Molly Absolon.,,1,BOOK
49317,The politicians & the egalitarians : the hidden history of American politics / Sean Wilentz.,"Wilentz, Sean",1,BOOK
49319,The golden vendetta / Tony Abbott ; illustrations by Bill Perkins.,"Abbott, Tony, 1952-",1,BOOK
49323,"Draw 50 baby animals : the step-by-step way to draw kittens, lambs, chicks, and other adorable offspring / Lee J. Ames.","Ames, Lee J.",1,BOOK
49325,Chaos / Lanie Bross.,"Bross, Lanie",1,BOOK
49328,A very easy death / Simone de Beauvoir ; translated from the French by Patrick O'Brian.,"Beauvoir, Simone de, 1908-1986",1,BOOK
49255,Una vida sin lácteos : cocina práctica para una vida sana / Monique Vinay.,"Vinay, Monique,",1,BOOK
49249,The betrayal of trust / Susan Hill.,"Hill, Susan, 1942-",1,BOOK
49334,"The time-traveling fashionista at the palace of Marie Antoinette / a novel by Bianca Turetsky ; [illustrations, Sandra Suy].","Turetsky, Bianca",1,BOOK
49246,"The end is near and it's going to be awesome : how going broke will leave America richer, happier, and more secure / Kevin D. Williamson.","Williamson, Kevin D.",1,BOOK
49167,Eyes wide open : how to make smart decisions in a confusing world / Noreena Hertz.,"Hertz, Noreena",1,BOOK
49172,Civil rights : the struggle for Black equality / by Charles George.,"George, Charles, 1949-",1,BOOK
49184,Woodlore / Cameron Miller and Dominique Falla.,"Miller, Cameron",1,BOOK
49185,Reasons my kid is crying / Greg Pembroke.,"Pembroke, Greg",1,BOOK
49190,"Fix, freeze, feast : prepare in bulk and enjoy by the serving : more than 125 recipes / by Kati Neville and Lindsay Tkacsik.","Neville, Kati",1,BOOK
49195,Toby and the snowflakes / written by Julie Halpern ; illustrated by Matthew Cordell.,"Halpern, Julie, 1975-",1,BOOK
49198,Grand Canyon / Kathleen Bryant.,"Bryant, Kathleen",1,BOOK
49199,The everything kids' magical science experiments book / Tom Robinson ; puzzles by Beth L. Blair.,"Robinson, Tom (Tom Mark), 1968-",1,BOOK
49201,"Design-build : planning through development / Jeffrey L. Beard, Michael C. Loulakis Sr., Edward C. Wundram.","Beard, Jeffrey L.",1,BOOK
49207,Victim without a face / Stefan Ahnhem ; translated by Rachel Willson-Broyles.,"Ahnhem, Stefan, 1966-",1,BOOK
49208,Houndsley and Catina and the quiet time / James Howe ; illustrated by Marie-Louise Gay.,"Howe, James, 1946-",1,BOOK
49210,Leonardo's horse / by Jean Fritz ; illustrated by Hudson Talbott.,"Fritz, Jean",1,BOOK
49216,"Mythos / [writer, Paul Jenkins ; artist, Paolo Rivera].","Jenkins, Paul, 1965-",1,BOOK
49217,Winnebago nation : the RV in American culture / James B. Twitchell.,"Twitchell, James B., 1943-",1,BOOK
49229,"Tariki : embracing despair, discovering peace / Hiroyuki Itsuki ; translated by Joseph Robert.","Itsuki, Hiroyuki, 1932-",1,BOOK
49230,Double double : a dual memoir of alcoholism / Martha Grimes and Ken Grimes.,"Grimes, Martha",1,BOOK
49232,"Leningrad : the epic siege of World War II, 1941-1944 / Anna Reid.","Reid, Anna",1,BOOK
49235,First watch / Dale Lucas.,"Lucas, Dale",1,BOOK
49245,Of time and change : a memoir / Frank Waters.,"Waters, Frank, 1902-1995.",1,BOOK
49332,"Listen, love, repeat : other-centered living in a self-centered world / Karen Ehman.","Ehman, Karen, 1964-",1,BOOK
49335,Open mind : women's daily inspiration for becoming mindful / Diane Mariechild.,"Mariechild, Diane",1,BOOK
49546,Midorē-san no kobitotachi / Hida Kyōko.,"Hida, Kyōko.",1,BOOK
49445,Francis Scott Key's Star-spangled banner / by Monica Kulling ; illustrated by Richard Walz.,"Kulling, Monica",1,BOOK
49456,Yawaraka na retasu / Ekuni Kaori.,"Ekuni, Kaori, 1964-",1,BOOK
49459,"Where the conflict really lies : science, religion, and naturalism / Alvin Plantinga.","Plantinga, Alvin",1,BOOK
49460,A time to love / Barbara Delinsky.,"Delinsky, Barbara",1,BOOK
49462,So B. It / a novel by Sarah Weeks.,"Weeks, Sarah",1,BOOK
49463,"Leaving the rest : gay men on alcoholism, addiction and recovery / edited by Leslie L. Smith.",,1,BOOK
49467,"Outfitting & organizing your boat : for a day, a week, a lifetime / Michael L. Frankel.","Frankel, Michael L.",1,BOOK
49469,Lord of the wings / Donna Andrews.,"Andrews, Donna",1,BOOK
49470,Written in the stars / Aisha Saeed.,"Saeed, Aisha",1,BOOK
49478,"Wo shi wen zi xiao dou shi Malala / Kailun Laigete Abolaya, zhu ; L.C. Huiteli, hui ; Weng Yaru, yi.","Abouraya, Karen Leggett",1,BOOK
49481,The ghost in the electric blue suit : a novel / Graham Joyce.,"Joyce, Graham, 1954-2014",1,BOOK
49484,"Trinity of Sin: Pandora. Volume 2, Choices / Ray Fawkes, writer ; Francis Portella, Tom Derenick, Staz Johnson, Ig Guara, Ruy Jose, artists ; Hi-Fi, Andrew Dalhouse, colorists ; Travis Lanham, Taylor Esposito, Dezi Sienty, letterers.","Fawkes, Ray",1,BOOK
49489,I'll be right there : a novel / Kyung-sook Shin ; translated from the Korean by Sora Kim-Russell.,"Sin, Kyŏng-suk",1,BOOK
49492,"Shen qi cai cai. Wo shi shi jian de xiao guan jia / [De] Laolunsi Sading (Laurence Sartin), hui ; Gu Chunzi, yi.","Sartin, Laurence",1,BOOK
49498,Celia's house / D.E. Stevenson.,"Stevenson, D. E. (Dorothy Emily), 1892-1973,",1,BOOK
49499,Jimi Hendrix : a brother's story / Leon Hendrix with Adam Mitchell.,"Hendrix, Leon, 1948-",1,BOOK
49519,"Joe Golem occult detective. [1], The rat catcher and the sunken dead / story by Mike Mignola and Christopher Golden ; art by Patric Reynolds ; colors by Dave Stewart ; letters by Clem Robins ; cover and chapter break art by David Palumbo.","Mignola, Michael",1,BOOK
49527,"God's crucible : Islam and the making of Europe, 570 to 1215 / David Levering Lewis.","Lewis, David L., 1936-",1,BOOK
49535,101 secrets for your twenties / Paul Angone.,"Angone, Paul",1,BOOK
49545,The natural / Bernard Malamud ; [introduction by Kevin Baker].,"Malamud, Bernard",1,BOOK
49451,"Talk dirty Italian : beyond Cazzo : the curses, sland, and street lingo you need to know when you speak Italiano / Alexis Munier & Emmanuel Tichelli.","Munier, Alexis",1,BOOK
49444,The mother : a novel / Yvvette Edwards.,"Edwards, Yvvette",1,BOOK
49342,Starting from scratch : how to correct behavior problems in your adult cat / Pam Johnson-Bennett.,"Johnson-Bennett, Pam, 1954-",1,BOOK
49440,The awakened psychic : what you need to know to develop your psychic abilities / by Kala Ambrose.,"Ambrose, Kala, 1966-",1,BOOK
49351,Cosplayers : perfect collection / Dash Shaw.,"Shaw, Dash",1,BOOK
49352,"Yan shu gong che / Zuoteng Yayan + Neiye Zhencheng ; fan yi, Zhang Wenyu.","Satō, Masahiko, 1954-",1,BOOK
49356,Jie hun wei shi me / Xiaochouyu zuo pin.,Xiaochouyu.,1,BOOK
49365,The way of St Francis : via Di Francesco: from Florence to Assisi and Rome / by Sandy Brown.,"Brown, Sandy (Sanford)",1,BOOK
49373,Way more West : new and selected poems / Edward Dorn ; introduction by Dale Smith ; edited by Michael Rothenberg.,"Dorn, Edward",1,BOOK
49375,"Disney's most notorious film : race, convergence, and the hidden histories of Song of the South / by Jason Sperb.","Sperb, Jason, 1978-",1,BOOK
49386,Cell traffic : new and selected poems / Heid E. Erdrich.,"Erdrich, Heid E. (Heid Ellen)",1,BOOK
49388,Stardust from space / Monica Grady ; illustrated by Lucia de Leiris.,"Grady, M. M. (Monica M.)",1,BOOK
49392,"Châteaux of the Loire Valley road trips / this edition written and researched by Alexis Averbuck, Oliver Berry, Jean-Bernard Carillet, Gregor Clark.","Averbuck, Alexis, 1972-",1,BOOK
49393,"Gan bing zhe yang chi zui hao / Xiong Lu, bian zhu.",,1,BOOK
49397,Sardine in outer space. 3 / stories by Emmanuel Guibert ; pictures by Joann Sfar ; color by Walter Pezzali ; translation by Elisabeth Brizzi & Alexis Siegel.,"Guibert, Emmanuel",1,BOOK
49398,It happened in Seattle : remarkable events that shaped history / Steve Pomper.,"Pomper, Steve (Steven E.), 1960-",1,BOOK
49403,Kingdom of shadows : a novel / Alan Furst.,"Furst, Alan",1,BOOK
49406,The ring of fire / Chris Bradford.,"Bradford, Chris",1,BOOK
49412,The generals : American military command from World War II to today / Thomas E. Ricks.,"Ricks, Thomas E.",1,BOOK
49423,"Really, really big questions : about me and my body / Stephen Law ; illustrated by Marc Aspinall.","Law, Stephen",1,BOOK
49426,Black gold / Marguerite Henry ; illustrated by Wesley Dennis.,"Henry, Marguerite, 1902-1997",1,BOOK
49428,"My love story!! 7 / story by Kazune Kawahara ; art by Aruko ; [English adaptation, Ysabet Reinhardt MacFarlane ; translation, JN Productions ; touch-up art & lettering, Mark McMurray].","Kawahara, Kazune",1,BOOK
49435,Sewing school 2 : lessons in machine sewing / Amie Petronis Plumley and Andria Lisle ; photography by Justin Fox Burks.,"Plumley, Amie Petronis",1,BOOK
48247,101 ways to bug your friends and enemies / by Lee Wardlaw.,"Wardlaw, Lee, 1955-",1,BOOK
48234,"Haganai : I don't have many friends. Volume 6 / art by Itachi ; story by Yomi Hirasaka ; translation, Ryan Peterson ; adaptation, Ysabet Reinhardt MacFarlane.","Hirasaka, Yomi",1,BOOK
46622,Walking in light : the everyday empowerment of a shamanic life / Sandra Ingerman.,"Ingerman, Sandra",1,BOOK
47159,Clementine for Christmas / Daphne Benedis-Grab.,"Benedis-Grab, Daphne",1,BOOK
47136,Sacrifice / by Eric Shanower.,"Shanower, Eric",1,BOOK
47137,The first wife / Erica Spindler.,"Spindler, Erica, 1957-",1,BOOK
47138,"The war on leakers : national security and American democracy, from Eugene v. Debs to Edward Snowden / Lloyd C. Gardner.","Gardner, Lloyd C., 1934-",1,BOOK
47146,"Lu Xiaofeng chuan qi. 6, Feng wu jiu tian / [Gu Long, zhu].","Gu, Long",1,BOOK
47147,Zero point / Neal Asher.,"Asher, Neal L., 1961-",1,BOOK
47148,Mify i pravda o semʹe Stalina / Aleksandr Kolesnik.,"Kolesnik, A. N. (Aleksandr Nikolaevich)",1,BOOK
47149,The 5 love languages of teenagers : the secret to loving teens effectively / Gary Chapman.,"Chapman, Gary D., 1938-",1,BOOK
47154,"Learning to love you more / Harrell Fletcher & Miranda July ; with essays by Julia Bryan-Wilson, Laura Lark, and Jacinda Russell.","Fletcher, Harrell",1,BOOK
47156,Dog and Bear : two's company / Laura Vaccaro Seeger.,"Seeger, Laura Vaccaro",1,BOOK
47161,Your company sucks : it's time to declare war on yourself / Mark Stevens.,"Stevens, Mark, 1947-",1,BOOK
48230,"Creative paper cutting : basic techniques & fresh designs for stencils, mobiles, cards & more / edited by Shufunotomo ; [translated by Karen Sandness ; photographs by Nobuto Sawasaki, Mikio Sasaki].",,1,BOOK
47165,Blind justice / Anne Perry.,"Perry, Anne",1,BOOK
47167,The world's most dangerous place / James Fergusson.,"Fergusson, James, 1966-",1,BOOK
47170,Ma! there's nothing to do here! : a word from your baby-in-waiting / Barbara Park ; illustrated by Viviana Garofoli.,"Park, Barbara",1,BOOK
47175,Kneaded to death : a bread shop mystery / Winnie Archer.,"Archer, Winnie",1,BOOK
47177,"Understanding women's rights / Minette Gordon, Jacqueline Ching, and Juliet Ching.","Gordon, Minette",1,BOOK
47178,"Jiang you xi fan / Liang Dongping, zhu.","Liang, Dongping",1,BOOK
47184,"Animal records : the biggest, fastest, grossest, tiniest, slowest, and smelliest creatures on the planet / Kathy Furgang and Sarah Wassner.","Furgang, Kathy",1,BOOK
47188,Chicago / written by Judy Sutton Taylor.,"Taylor, Judy Sutton",1,BOOK
47195,"Every nonprofit's tax guide : how to keep your tax-exempt status & avoid IRS problems / Stephen Fishman, J.D.","Fishman, Stephen",1,BOOK
47114,"Around the world with LBJ : my wild ride as Air Force One pilot, White House aide, and personal confidant / James U. Cross ; with Denise Gamino and Gary Rice.","Cross, James U. (James Underwood), 1925-",1,BOOK
47113,Learning to ride / Erin Knightley.,"Knightley, Erin",1,BOOK
47111,"The end of normal : a wife's anguish, a widow's new life / Stephanie Madoff Mack ; with Tamara Jones.","Mack, Stephanie Madoff",1,BOOK
47107,Perfectly fitted : creating personalized patterns for a limitless wardrobe / Lynne Garner.,"Garner, Lynne",1,BOOK
47030,MASH : an army surgeon in Korea / Otto F. Apel and Pat Apel.,"Apel, Otto F., 1923-",1,BOOK
47033,Dead duck / Helen Chappell.,"Chappell, Helen, 1947-",1,BOOK
47034,The work of wolves / Kent Meyers.,"Meyers, Kent",1,BOOK
47037,"Wonder Woman : the twelve labors / Martin Pasko ... [and others], writers ; Curt Swan ... [and others], pencillers ; Vince Colletta ... [and others], inkers.",,1,BOOK
47040,"The seven deadly sins. 7 / Nakaba Suzuki ; translator, Christine Dashiell ; lettering, James Dashiell.","Suzuki, Nakaba, 1977-",1,BOOK
47045,Missuk's snow geese / Anne Renaud ; illustrations by Geneviève Côté.,"Renaud, Anne, 1957-",1,BOOK
47047,Nikon D5600 / by Julie Adair King.,"King, Julie Adair",1,BOOK
47050,The prehistory of sex : four million years of human sexual culture / Timothy Taylor.,"Taylor, Timothy, 1960 July 10-",1,BOOK
47053,"Saga of the Swamp Thing. Book two / written by Alan Moore, Len Wein ; art by Stephen Bissette ... [and others] ; colored by Tatjana Wood ; lettered by John Costanza.","Moore, Alan, 1953-",1,BOOK
47057,An indomitable beast : the remarkable journey of the jaguar / Alan Rabinowitz.,"Rabinowitz, Alan, 1953-",1,BOOK
47060,"Young Winston's wars; the original despatches of Winston S. Churchill, war correspondent 1897-1900 / edited and with an introd. and notes by Frederick Woods.","Churchill, Winston, 1874-1965",1,BOOK
